Network,Station,Latitude,Longitude,Elevation
TX,DG07,31.452888,-103.52788,794.0
TX,DG08,31.19053,-103.7242,895.0
TX,DG09,31.37222,-103.51277,795.0
TX,DG10,31.392949,-103.488839,790.0
TX,MB01,31.667734,-102.08291,859.0
TX,MB01,31.667734,-102.08291,859.0
TX,MB02,31.19806,-102.037907,767.74
TX,MB04,32.62542,-102.48802,956.0
TX,MB04,32.62542,-102.48802,956.0
TX,MB04,32.62542,-102.48802,956.0
TX,MB07,32.00061,-102.25277,880.0
TX,MB07,32.00061,-102.25277,880.0
TX,MB08,31.884448,-102.328853,863.0
TX,MB08,31.884448,-102.328853,863.0
TX,MB15,32.393839,-102.165931,999.0
TX,MB16,32.337047,-102.236844,904.0
TX,MB17,32.031106,-102.04114,852.0
TX,MB18,32.082143,-102.171812,871.0
TX,MB25,32.02737,-102.4867,921.0
TX,MNHN,31.34023,-102.76141,750.0
TX,MNHN,31.34023,-102.76141,750.0
TX,MNHN,31.34023,-102.76141,750.0
TX,ODSA,32.12009,-102.54913,943.0
TX,OG01,31.934943,-102.305318,892.0
TX,OG02,31.954503,-102.323853,909.0
TX,OG03,32.02737,-102.4867,921.0
TX,OG04,31.92935,-102.35986,805.0
TX,PB01,30.94367,-103.78112,1010.0
TX,PB02,31.408951,-103.510162,792.0
TX,PB03,31.08384,-103.51395,871.0
TX,PB03,31.08384,-103.51395,871.0
TX,PB04,31.18697,-103.2694,812.0
TX,PB05,30.91978,-103.3247,957.0
TX,PB06,31.6472,-103.21825,831.0
TX,PB07,31.57935,-103.66793,856.0
TX,PB07,31.57935,-103.66793,856.0
TX,PB07,31.57935,-103.66793,856.0
TX,PB08,30.89174,-102.90736,926.0
TX,PB09,31.774145,-104.301444,1139.0
TX,PB10,31.283607,-103.754585,858.0
TX,PB11,31.93553,-104.03412,915.0
TX,PB12,31.2133,-103.9577,1011.9
TX,PB13,31.5542,-103.8458,956.1
TX,PB14,31.12932,-103.1511,807.0
TX,PB15,31.2114,-103.08439,743.0
TX,PB16,31.12496,-103.252,848.0
TX,PB16A,31.12496,-103.252,848.0
TX,PB17,30.99675,-103.15182,734.0
TX,PB17,30.99675,-103.15182,734.0
TX,PB17,30.99675,-103.15182,734.0
TX,PB18,31.20084,-103.1996,825.0
TX,PB19,31.303087,-103.099701,782.4
TX,PB20,31.6281,-104.06179,1022.0
TX,PB21,31.341918,-103.06216,753.0
TX,PB22,31.21173,-103.077,808.0
TX,PB22,31.211658,-103.076924,808.0
TX,PB23,31.66404,-104.07276,1005.0
TX,PB24,31.61979,-104.01776,997.0
TX,PB25,31.58308,-104.07019,1037.0
TX,PB26,31.57819,-104.12579,1065.0
TX,PB27,31.576319,-103.130707,812.3
TX,PB28,31.66864,-104.50077,1204.0
TX,PB29,31.75299,-104.514453,1242.0
TX,PB30,31.2804,-103.3227,829.0
TX,PB30,31.2804,-103.3227,829.0
TX,PB30,31.2804,-103.3227,829.0
TX,PB31,31.73226,-104.030536,907.0
TX,PB31,31.73226,-104.030536,907.0
TX,PB32,31.10306,-103.37278,861.0
TX,PB32,31.10306,-103.37278,861.0
TX,PB33,31.534929,-104.054045,1006.0
TX,PB34,31.676667,-104.037778,969.3
TX,PB35,31.656187,-104.43203,1224.0
TX,PB36,31.680262,-104.425899,1218.0
TX,PB37,31.71847,-104.528416,1263.0
TX,PB38,31.72972,-104.426634,1240.0
TX,PB39,31.721667,-104.060278,927.0
TX,PB40,31.641994,-103.933959,935.0
TX,PB42,31.764578,-103.640224,830.0
TX,PB43,31.680019,-103.864872,896.0
TX,PB44,31.92377,-103.986965,894.0
TX,PB46,31.706947,-103.475133,878.0
TX,PB47,31.741433,-103.3351,861.0
TX,PB51,31.940163,-103.381836,978.0
TX,PCOS,31.408922,-103.510147,788.2
TX,PECS,31.37045,-103.86697,914.0
TX,RTBA,36.43795,-102.73743,1284.0
TX,VHRN,30.786736,-104.985193,1253.0
TX,YK01,33.110552,-103.008071,1150.0
TX,YK01,33.110552,-103.008071,1150.0
US,MNTX,31.6985,-105.3821,404.8
US,MVCO,37.19956,-108.49251,2169.9
US,SDCO,37.7456,-105.5012,2569.0
X9,P1MS,34.09198,-106.8716,1402.7
X9,P1MS,34.09198,-106.8716,1402.7
X9,P1MS,34.09198,-106.8716,1402.7
X9,P1MS,34.09198,-106.8716,1402.7
X9,P2US,34.094634,-106.831641,1436.6
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.11038,-106.81394,1510.0
X9,P3US,34.11038,-106.81394,1524.7
X9,P3US,34.11038,-106.81394,1510.0
X9,P3US,34.11038,-106.81394,1524.7
X9,P4US,34.102941,-106.787712,1543.3
XB,CNTR,33.978199,-107.186996,3174.0
XB,NELG,33.979198,-107.185699,3180.0
XB,NWLG,33.978901,-107.188797,3179.0
XB,SWLG,33.976601,-107.186401,3185.0
XE,ALMO,34.254601,-106.983902,1612.0
XE,BFTO,34.2178,-106.772598,1568.0
XE,BLSP,34.405701,-106.520897,1832.0
XE,MCKS,34.310101,-106.693901,1649.0
XE,PIC1,34.073502,-106.9207,1439.0
XE,POPO,34.384701,-106.911598,1526.0
XE,RFHQ,34.351799,-106.8834,1475.0
XG,BLA,37.541801,-105.5746,2744.0
XG,DGO,37.2957,-107.804703,2200.0
XG,SFK,37.688,-106.622498,2591.0
XG,SPR,37.459,-102.639999,1327.0
XG,WSG,37.776501,-104.3983,1845.0
XG,YJK,37.5438,-108.767502,2061.0
XH,CYF,37.554199,-109.865799,2057.0
XK,S01,37.244984,-105.463097,2405.0
XK,S02,37.15192,-105.452911,2567.0
XK,S03,37.07317,-105.452385,2664.0
XK,S03B,37.073166,-105.4524,2666.0
XK,S04,36.971088,-105.422859,2616.0
XK,S05,36.877754,-105.399658,2566.0
XK,S05B,36.85334,-105.406113,2903.0
XK,S06,36.805191,-105.30304,2787.0
XK,S08,36.61404,-105.322426,2656.0
XK,S09,36.512299,-105.300751,2578.0
XK,S10,36.438828,-105.293106,2529.0
XK,S11,36.338783,-105.281746,2663.0
XK,S12,36.235542,-105.237259,2481.0
XK,S13,36.150902,-105.259766,2369.0
XK,S14,36.067501,-105.230598,2202.0
XK,S15,35.968761,-105.219772,2152.0
XK,S16,35.874813,-105.203583,2099.0
XK,S17,35.786514,-105.186691,2083.0
XK,S18,35.698975,-105.171112,2010.0
XK,S19,35.595604,-105.182755,1977.0
XK,S20,35.509907,-105.217422,1902.0
XK,S21,35.423054,-105.198494,1991.0
XK,S22,35.317814,-105.153511,1679.0
XK,S23,35.246239,-105.116859,1666.0
XK,S24,35.150982,-105.057076,1569.0
XK,NM27,34.3857,-106.524002,1870.0
XL,PFNP,34.896999,-109.865997,1758.6
XL,RENO,33.620899,-109.429001,1908.5
XL,SQRL,32.702,-109.890999,3084.9
XL,ZIZZ,34.2616,-109.719704,2010.9
XM,AZ45,36.455196,-109.08242,2683.0
XM,AZ46,36.551254,-109.229424,2009.0
XM,AZ47,36.635983,-109.333214,1752.0
XM,AZ48,36.760639,-109.539322,1664.0
XM,AZ49,36.88694,-109.691345,1512.0
XM,AZ50,36.977684,-109.863716,1469.0
XM,MB01,33.336311,-106.033943,1446.0
XM,MB04,34.073837,-106.920151,1414.0
XM,MB04B,34.070911,-106.942245,1489.0
XM,MB05,34.663605,-108.011375,2143.0
XM,NM07,32.084545,-103.839989,966.0
XM,NM08,32.199146,-103.972099,886.0
XM,NM09,32.326485,-104.118301,893.0
XM,NM10,32.472927,-104.26722,929.0
XM,NM11,32.583633,-104.408501,974.0
XM,NM12,32.682869,-104.508316,1066.0
XM,NM13,32.802784,-104.654839,1177.0
XM,NM14,32.906845,-104.759392,1219.0
XM,NM15,33.014408,-104.909355,1342.0
XM,NM16,33.174065,-105.126694,1625.0
XM,NM17,33.256565,-105.173439,1705.0
XM,NM18,33.402954,-105.340958,1624.0
XM,NM19,33.491276,-105.455368,2028.0
XM,NM20,33.604778,-105.593498,2034.0
XM,NM21,33.7328,-105.744598,2000.0
XM,NM22,33.840359,-105.868874,1691.0
XM,NM23,33.950268,-106.012398,1813.0
XM,NM24,34.046871,-106.119606,1874.0
XM,NM25,34.166935,-106.260521,1933.0
XM,NM26,34.263283,-106.363289,1854.0
XM,NM27,34.385624,-106.523865,1870.0
XM,NM28,34.540344,-106.70018,1484.0
XM,NM29,34.647236,-106.849121,1561.0
XM,NM30,34.742805,-106.973602,1515.0
XM,NM31,34.849113,-107.097565,1676.0
XM,NM32,34.980724,-107.264282,1685.0
XM,NM33,35.110661,-107.422867,2094.0
XM,NM34,35.268841,-107.643166,2735.0
XM,NM35,35.34481,-107.70697,2133.0
XM,NM36,35.445255,-107.822464,2176.0
XM,NM37,35.577545,-108.001724,2254.0
XM,NM38,35.702332,-108.162926,2077.0
XM,NM39,35.79261,-108.267258,1949.0
XM,NM40,35.945053,-108.428963,1796.0
XM,NM41,36.035278,-108.570343,1718.0
XM,NM42,36.148506,-108.717117,1794.0
XM,NM43,36.249557,-108.887115,1991.0
XM,NM44,36.421383,-108.958275,1921.0
XM,TX01,31.423237,-103.105354,750.0
XM,TX02,31.513281,-103.203819,765.0
XM,TX03,31.623201,-103.323608,831.0
XM,TX04,31.733793,-103.445679,833.0
XM,TX05,31.878448,-103.607368,873.0
XM,TX06,31.967102,-103.706841,899.0
XM,UT51,37.073154,-109.996056,1498.0
XP,S09,37.9949,-105.8965,2312.0
XP,S11,37.811501,-107.669296,2863.0
XP,S12,37.792599,-107.135201,2793.0
XP,S13,37.670101,-106.653,2511.0
XP,S14,37.6628,-106.349998,2432.0
XP,S15,37.645,-105.800201,2302.0
XP,S16,37.621799,-104.846497,1989.0
XP,S17,37.450401,-107.791397,2063.0
XP,S18,37.4123,-105.376701,2500.0
XP,S19,37.3456,-106.913696,2342.0
XP,S20,37.339901,-106.196503,2493.0
XP,S21,37.348598,-105.875801,2309.0
XP,S22,37.274502,-107.522102,2213.0
XP,S23,37.2346,-107.809601,2113.0
XP,S24,37.220901,-107.209297,2095.0
XP,S25,37.1236,-105.385399,2509.0
XP,S26,37.0975,-105.601997,2344.0
XP,S27,37.439499,-107.186302,2390.0
XP,S28,37.8955,-106.386398,2623.0
XP,S29,36.959099,-106.535202,2587.0
XP,S30,36.784801,-105.597099,2350.0
XR,SC04,34.5228,-105.811897,1944.0
XR,SC05,34.571499,-105.055397,1692.0
XR,SC06,34.5145,-104.266403,1275.0
XR,SC07,34.1838,-105.687698,2128.0
XR,SC08,34.1567,-105.469704,1878.0
XR,SC09,34.151699,-105.001297,1554.0
XR,SC10,34.193699,-104.666603,1337.0
XR,SC11,34.2323,-104.295898,1222.0
XR,SC12,34.214802,-103.911598,1306.0
XR,SC13,34.213501,-103.526901,1246.0
XR,SC14,33.968201,-105.769501,1878.0
XR,SC15,33.830799,-105.025497,1473.0
XR,SC16,33.890301,-104.304298,1158.0
XR,SC17,33.893002,-103.544601,1369.0
XR,SC18,33.877399,-102.840897,1168.0
XR,SC19,33.518799,-105.974403,1413.0
XR,SC20,33.604198,-105.593498,2056.0
XR,SC21,33.5975,-105.165497,1667.0
XR,SC22,33.568199,-104.754204,1262.0
XR,SC23,33.599499,-104.328201,1118.0
XR,SC25,33.580601,-103.548203,1329.0
XR,SC26,33.504398,-103.118401,1212.0
XR,SC27,33.538502,-102.820702,1155.0
XR,SC28,33.5662,-102.491501,1097.0
XR,SC29,33.3102,-105.670502,2052.0
XR,SC30,33.2738,-105.169998,1732.0
XR,SC31,33.258999,-104.341499,1040.0
XR,SC32,33.193901,-103.5979,1292.0
XR,SC33,33.233398,-102.834297,1134.0
XR,SC34,32.951302,-105.816299,2135.0
XR,SC35,32.936901,-105.515297,2229.0
XR,SC36,33.005299,-105.18,1641.0
XR,SC37,32.937,-104.619202,1122.0
XR,SC38,32.928799,-104.340202,1030.0
XR,SC39,33.028599,-103.845299,1346.0
XR,SC40,32.931702,-103.540001,1247.0
XR,SC41,32.983299,-103.205597,1157.0
XR,SC42,32.872799,-102.861198,1069.0
XR,SC43,32.9426,-102.536903,1020.0
XR,SC44,32.757198,-105.946999,1252.0
XR,SC45,32.633701,-105.155197,1735.0
XR,SC46,32.653999,-104.361397,1006.0
XR,SC47,32.629002,-103.625702,1105.0
XR,SC48,32.689899,-102.904999,1065.0
XR,SC49,32.443001,-106.064003,1280.0
XR,SC50,32.3895,-105.615303,1427.0
XR,SC51,32.367298,-105.171799,1225.0
XR,SC52,32.487999,-104.827202,1439.0
XR,SC53,32.376598,-104.319199,1014.0
XR,SC54,32.283699,-104.039803,904.0
XR,SC55,32.1712,-103.673302,325.0
XR,SC56,32.3554,-103.398598,1073.0
XR,SC57,32.369099,-102.851303,1010.0
XR,SC58,32.288799,-102.548203,969.0
XR,SC59,31.9694,-105.148102,1116.0
XR,SC60,32.0937,-104.487701,1128.0
XR,SC61,31.9895,-103.691101,952.0
XR,SC62,32.011902,-102.937302,954.0
XR,SC63,31.8029,-104.846397,1294.0
XR,SC64,31.6996,-104.425797,1278.0
XR,SC65,31.726999,-104.017799,925.0
XR,SC66,31.6679,-103.736298,847.0
XR,SC67,31.705099,-103.395103,864.0
XR,SC68,31.8027,-102.769997,915.0
XR,SC69,31.6905,-102.587997,872.0
XR,SC70,31.366301,-103.737396,865.0
XR,SC71,31.646299,-103.065498,830.0
XR,SC72,31.1096,-103.634598,872.0
XR,SC73,30.9611,-102.987503,887.0
XR,SC74,31.002399,-102.677101,798.0
XR,SC75,31.874201,-105.952003,1602.0
XS,MC10A,33.116,-109.3836,1615.2
XS,MC10B,33.1161,-109.3843,1614.6
XS,MC11A,33.1137,-109.3858,1615.1
XS,MC11B,33.1137,-109.3858,1615.1
XS,MC1A,33.1169,-109.3889,1677.1
XS,MC1B,33.1169,-109.3889,1677.1
XS,MC2A,33.1149,-109.3826,1600.5
XS,MC2B,33.1143,-109.3833,1600.0
XS,MC3,33.115,-109.3858,1615.2
XS,MC4,33.1172,-109.3868,1615.8
XS,MC5A,33.1161,-109.3874,1615.3
XS,MC5B,33.1162,-109.3879,1615.0
XS,MC6A,33.1108,-109.3884,1615.7
XS,MC6B,33.1108,-109.3884,1615.7
XS,MC7A,33.1118,-109.384,1600.5
XS,MC7B,33.1118,-109.384,1600.5
XS,MC8A,33.1165,-109.3852,1615.5
XS,MC8B,33.1165,-109.3848,1615.4
XS,MC9A,33.1164,-109.3856,1616.0
XS,MC9B,33.1162,-109.3853,1615.7
XS,8100,34.0919,-106.87058,1399.9
XS,8101,34.09206,-106.8707,1399.3
XS,8102,34.09183,-106.87057,1399.4
XS,8103,34.09211,-106.87075,1401.2
XS,8104,34.0921,-106.87003,1402.4
XS,8105,34.09226,-106.87109,1401.2
XS,8106,34.09206,-106.86998,1398.7
XS,8107,34.09238,-106.87028,1403.0
XS,8108,34.09189,-106.86993,1404.5
XS,8109,34.09236,-106.87014,1399.3
XS,8110,34.09211,-106.86973,1402.4
XS,8111,34.09247,-106.86996,1398.4
XS,8112,34.09197,-106.86974,1400.3
XS,8113,34.09253,-106.87,1399.9
XX,KELLY,34.05,-107.13,2202.0
YE,1209,34.0737,-106.919,1430.0
YE,1755,34.0737,-106.919,1430.0
YE,1756,34.0737,-106.919,1430.0
YE,1757,34.0737,-106.919,1430.0
YE,1758,34.0737,-106.919,1430.0
YE,1759,34.0737,-106.919,1430.0
YE,DBT2,33.9573,-106.8458,1396.0
YE,DBT2A,33.9573,-106.8458,1396.0
YE,DBTTP,33.9574,-106.8458,1396.0
YE,NP02,34.0737,-106.919,1430.0
YE,NP04,34.0737,-106.919,1430.0
YE,NP05,34.0737,-106.919,1430.0
YE,NP06,34.0737,-106.919,1430.0
YN,PETR,34.211498,-106.826202,1513.0
YN,SNKE,34.254501,-106.969498,1567.7
YX,DUNB,34.162601,-106.901703,1411.0
YX,UNM1,36.961819,-104.819206,2470.0
YX,UNM2,36.802059,-104.863602,2166.0
YX,UNM3,36.84079,-105.039101,2575.0
YX,UNM4,36.992531,-105.056519,2784.0
YX,UNM5,37.12196,-104.782898,2035.0
YX,UNM6,37.35173,-104.723221,2084.0
YX,UNM7,37.287819,-104.93885,2639.0
Z2,SD01,37.634,-105.5481,2724.0
Z2,SD02,37.4447,-105.7493,2301.0
Z2,SD03,37.4844,-105.4355,2572.0
Z3,JEM1,35.622002,-106.721642,1600.0
Z3,JEM1,35.621262,-106.721123,1600.0
Z3,JEM2,35.62072,-106.747169,1600.0
Z3,JEM3,35.586319,-106.775726,1600.0
Z3,JEM4,35.593979,-106.733994,1600.0
Z3,JEM4,35.59396,-106.730087,1600.0
Z3,JEM5,35.590092,-106.705254,1600.0
Z3,JEM6,35.576241,-106.72876,1600.0
Z5,BR3T,33.978409,-107.186684,3194.0
Z5,DLE,33.978256,-107.186287,3193.0
Z5,DLW,33.978275,-107.186264,3191.0
Z5,FL3T,33.978413,-107.186684,3192.0
Z5,FLEP,33.978416,-107.186699,3195.0
Z5,FLTC,33.978443,-107.186691,3192.0
Z5,FT3T,33.978367,-107.186729,3185.0
Z5,MT3T,33.978413,-107.186722,3188.0
Z7,MROI,33.979,-107.189003,3186.0
ZQ,M101,33.982601,-102.087898,1046.1
ZQ,M102,33.9585,-102.077202,1058.9
ZQ,M103,33.941601,-102.054703,1058.9
ZQ,M104,33.913502,-102.045601,1061.9
ZQ,M105,33.8908,-102.031601,1045.2
ZQ,M106,33.872501,-102.003502,1039.7
ZQ,M201,33.982601,-102.087898,1046.1
ZQ,M202,33.9585,-102.077202,1058.9
ZQ,M203,33.941601,-102.054703,1058.9
ZQ,M205,33.8908,-102.031601,1045.2
ZQ,M301,33.982601,-102.087898,1046.1
ZQ,M302,33.9585,-102.077202,1058.9
ZQ,M303,33.941601,-102.054703,1058.9
ZQ,M304,33.913502,-102.045601,1061.9
ZQ,M305,33.8908,-102.031601,1045.2
ZQ,M306,33.872501,-102.003502,1039.7
ZQ,M401,33.982601,-102.087898,1046.1
ZQ,M402,33.9585,-102.077202,1058.9
ZQ,M403,33.941601,-102.054703,1058.9
ZQ,M404,33.913502,-102.045601,1061.9
ZQ,M405,33.8908,-102.031601,1045.2
ZQ,M406,33.872501,-102.003502,1039.7
ZQ,M501,33.982601,-102.087898,1046.1
ZQ,M502,33.9585,-102.077202,1058.9
ZQ,M503,33.941601,-102.054703,1058.9
ZQ,M504,33.913502,-102.045601,1061.9
ZQ,M505,33.8908,-102.031601,1045.2
ZQ,M506,33.872501,-102.003502,1039.7
ZQ,M602,33.9585,-102.077202,1058.9
ZQ,M603,33.941601,-102.054703,1058.9
ZQ,M604,33.913502,-102.045601,1061.9
ZQ,M605,33.8908,-102.031601,1045.2
ZQ,M606,33.872501,-102.003502,1039.7
ZQ,MS1,33.97361,-102.780563,1173.0
ZQ,MS2,33.934341,-102.784172,1141.0
ZQ,MS3,33.935421,-102.758621,1139.0
ZQ,MS4,33.966228,-102.746109,1169.0
ZQ,MS5,33.987572,-102.719116,1143.0
ZU,AZA19,32.665996,-109.49654,1029.286254883
ZU,AZB19,32.148583,-109.466373,1531.49420166012
ZU,AZC19,31.341426,-109.420564,1400.899230957
ZU,AZC19,31.341183,-109.416686,1423.9
ZU,AZU19,36.49707,-109.342348,1753.65637207
ZU,AZV19,35.886612,-109.368872,2231.80225830075
ZU,AZW19,35.157685,-109.580368,1752.702148438
ZU,AZX19,34.339613,-109.426368,1938.45324707
ZU,AZY19,33.835124,-109.473983,2730.67235107425
ZU,AZZ19,33.287698,-109.38905,1822.5989379885
ZU,COS20,37.711466,-108.474766,2337.766064453
ZU,COS21,37.77119,-107.626658,3542.95202636725
ZU,COS22,37.734569,-106.909849,3481.41229248063
ZU,COS23,37.938344,-106.046964,2306.1690063475
ZU,COS24,37.751017,-105.398388,2746.20007324225
ZU,COS25,37.779983,-104.665562,1837.08001708975
ZU,COS26,37.732594,-103.623481,1391.58660888663
ZU,COS27,37.828593,-102.975026,1297.7470092775
ZU,COS28,37.869652,-102.146964,1109.575
ZU,COT20,37.280185,-108.589228,1919.46027832025
ZU,COT21,37.150471,-107.531156,2075.951660156
ZU,COT22,37.264608,-106.956128,2217.39370727525
ZU,COT23,37.23203,-106.155889,2520.79535522475
ZU,COT24,37.271802,-105.298706,2888.60933227537
ZU,COT25,37.281517,-104.648767,2119.947631836
ZU,COT26,37.086117,-103.70267,1768.507220459
ZU,COT27,37.124518,-102.987528,1496.6634277345
ZU,COT28,37.046355,-102.220577,1129.96689605719
ZU,NMA20,32.601436,-108.77303,1338.9661231995
ZU,NMA21,32.548099,-107.939944,1554.36319465623
ZU,NMA22,32.745225,-107.149549,1433.9909667965
ZU,NMA23,32.693351,-106.458084,1201.46752014163
ZU,NMA24,32.773691,-105.840423,2301.6708984375
ZU,NMA25,32.801077,-105.083331,1531.1818115235
ZU,NMA26,32.601672,-104.303705,1031.56738281275
ZU,NMA27,32.735005,-103.527242,1216.3295410155
ZU,NMB20,32.131846,-108.79662,1361.51105499281
ZU,NMB21,32.087012,-108.099704,1367.90874023438
ZU,NMB22,32.087084,-107.300443,1272.61507568312
ZU,NMB23,32.080178,-106.513377,1278.29231872562
ZU,NMB24,32.172173,-105.731098,1533.03550415037
ZU,NMB25,32.154247,-105.079984,1120.8171875
ZU,NMB26,32.157958,-104.436031,1122.07589721675
ZU,NMB27,32.161182,-103.640551,1076.3598632815
ZU,NMC20,31.438112,-108.971911,1650.017333984
ZU,NMU20,36.460635,-108.501136,1656.758544922
ZU,NMU21,36.568225,-107.575011,2023.1009521485
ZU,NMU22,36.497275,-106.958205,2356.3771972655
ZU,NMU23,36.610124,-106.123856,2637.08593749975
ZU,NMU24,36.604869,-105.384199,2937.0150146485
ZU,NMU25,36.532588,-104.779766,1916.04626464887
ZU,NMU26,36.528041,-103.879128,1970.9500732425
ZU,NMU27,36.537798,-103.223645,1670.8721191405
ZU,NMV20,35.920978,-108.532901,1801.561303711
ZU,NMV21,35.839248,-107.916549,2049.578466797
ZU,NMV22,35.878901,-106.942481,2060.33335571281
ZU,NMV23,36.008092,-106.15148,1987.553488159
ZU,NMV24,35.910507,-105.400803,2803.3693847655
ZU,NMV25,35.883753,-104.716335,1911.58303833012
ZU,NMV26,35.783683,-103.857885,1648.26147613525
ZU,NMV27,35.915518,-103.167277,1373.27774047869
ZU,NMW20,35.273922,-108.735317,2169.725
ZU,NMW21,35.35728,-107.798695,2081.828417969
ZU,NMW22,35.21674,-107.122425,1818.93040161138
ZU,NMW23,35.209401,-106.166972,2113.21520996075
ZU,NMW24,35.300872,-105.637035,2164.05395507825
ZU,NMW25,35.302035,-104.572087,1511.51723403903
ZU,NMW26,35.21429,-103.900521,1445.038574219
ZU,NMW27,35.300381,-103.231055,1177.53364562975
ZU,NMX20,34.470528,-108.712288,1945.494018555
ZU,NMX21,34.488391,-107.988426,2292.411010742
ZU,NMX22,34.435278,-107.204412,1837.29242248538
ZU,NMX23,34.571474,-106.317469,2086.3846923825
ZU,NMX24,34.450519,-105.598888,1840.4966552735
ZU,NMX25,34.623024,-104.776556,1521.55
ZU,NMX26,34.552956,-103.975672,1425.8658447265
ZU,NMX27,34.577112,-103.374544,1354.23962402375
ZU,NMY20,33.957069,-108.787672,2308.79661865225
ZU,NMY21,33.966801,-107.900114,2099.75677490225
ZU,NMY22,33.833654,-107.278627,1798.46841430675
ZU,NMY23,33.961051,-106.429563,1607.129598999
ZU,NMY24,33.95594,-105.581312,1905.307873535
ZU,NMY25,33.866076,-104.868019,1386.9486083985
ZU,NMY26,33.985937,-104.214407,1168.884436035
ZU,NMY27,33.874848,-103.269326,1288.9
ZU,NMZ20,33.162557,-108.751817,1725.63209228525
ZU,NMZ21,33.338873,-108.05243,1978.43667907725
ZU,NMZ22,33.360475,-107.25628,1493.8329956055
ZU,NMZ23,33.290483,-106.766668,1844.289794922
ZU,NMZ24,33.388024,-105.586747,2172.58239746112
ZU,NMZ25,33.306618,-104.891248,1385.85498046838
ZU,NMZ26,33.247191,-104.236112,1089.42488098159
ZU,NMZ27,33.425009,-103.363016,1241.736755371
ZU,OKU28,36.594017,-102.267032,1172.9
ZU,REA22,32.708912,-107.313815,1293.890625
ZU,REB19,32.008988,-109.388827,1564.9625
ZU,REB20,32.073168,-108.732671,1494.013183594
ZU,REB26,32.001846,-104.395994,1143.546386719
ZU,REC19,31.341181,-109.41668,1427.590447998
ZU,REC26,31.417478,-104.577648,1579.225
ZU,REE29,30.293256,-102.293507,822.7
ZU,RES28,37.869582,-102.147004,1171.45
ZU,REU20,36.420488,-108.51571,1643.7881469725
ZU,REU21,36.473552,-107.596005,2134.1989990235
ZU,REV22,35.894425,-106.869281,2446.498413086
ZU,REW24,35.226205,-105.618515,2001.017150879
ZU,REY19,33.835065,-109.473929,2734.05
ZU,TTB26,32.058962,-104.288195,1023.929473877
ZU,TXB28,32.217647,-102.895968,988.7072631835
ZU,TXC24,31.493786,-106.042888,1201.525
ZU,TXC25,31.599683,-105.1614,1304.93377075225
ZU,TXC26,31.517419,-104.414579,1228.226586914
ZU,TXC27,31.425943,-103.738524,883.4287612915
ZU,TXC28,31.357487,-102.839907,750.95308380125
ZU,TXC29,31.28699,-102.277687,955.145355224625
ZU,TXD25,30.811978,-105.082028,1201.1956207275
ZU,TXD26,30.778985,-104.584091,1336.83746643075
ZU,TXD27,30.706458,-103.741563,1674.2703125
ZU,TXD28,30.775017,-103.336375,1103.843231201
ZU,TXD29,30.918015,-102.228178,803.403533936
ZU,TXE26,30.20387,-104.589334,1012.5110672
ZU,TXE28,30.225142,-102.925121,1366.022505188
ZU,TXE29,30.293261,-102.293505,823.90843811025
ZU,TXW28,35.109217,-102.504724,1237.7
ZU,TXX28,34.558056,-102.384952,1186.75
ZU,TXY28,33.963475,-102.76247,1175.7
ZU,TXZ28,33.342556,-102.707861,1112.28125
ZU,UTS19,37.789898,-109.292153,1996.9785461425
ZU,UTT19,37.270464,-109.364129,1378.319848633
ZZ,VLS01,35.977074,-106.547527,2535.0
ZZ,VLS02,35.850895,-106.452103,2626.0
ZZ,VLS03,35.893795,-106.566054,2858.0
ZZ,VLS04,35.965606,-106.619933,2571.0
ZZ,VLS05,35.92343,-106.40825,2905.0
ZZ,VLS06,35.835624,-106.598138,2526.0
